Molecule ChEMBL ID;Molecule Name;Molecular Weight;#RO5 Violations;AlogP;Compound Key;Smiles;Standard Type;Standard Value;Standard Units;pChEMBL Value;Potential Duplicate;BAO Label
CHEMBL1863026;;359.37;0;33270;DNDI1423066;CC(C)S(=O)(=O)NC(c1ccc(C(F)(F)F)cc1)c1cnccn1;IC50;1000.0;nM;;False;organism-based format
CHEMBL1863414;;369.90;0;30011;DNDI1454121;O=C(C1CC1)N1CCC(NC(c2ccc(Cl)cc2)c2cccnc2)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863199;;281.24;0;32540;DNDI1411763;CON=C(c1ccc(C(F)(F)F)cc1)c1cnccn1;IC50;1000.0;nM;;False;organism-based format
CHEMBL1863168;;442.90;0;14336;DNDI1465502;O=C(NC1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1)c1ccc(F)cc1;IC50;60060.0;nM;44652;False;cell-based format
CHEMBL1863051;;377.85;0;24139;DNDI1435838;CN(C)C(=O)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1;IC50;480.0;nM;11841;False;organism-based format
CHEMBL1863018;;471.53;0;22372;DNDI1564276;CCn1nc(C)cc1C(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1;IC50;70.5;nM;42186;False;organism-based format
CHEMBL1862875;;463.39;0;32203;DNDI1434935;O=S(=O)(c1ccc(Cl)cc1)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1;IC50;130.0;nM;32660;False;organism-based format
CHEMBL1862983;;336.24;0;26755;DNDI1322023;OC(c1ccc(Cl)cc1)(c1cccnc1)c1ccc(Cl)s1;IC50;77.0;nM;44507;False;organism-based format
CHEMBL1862997;;429.83;1;11110;DNDI1335916;OC(c1ccc(Cl)cc1)(c1ccc(C(F)(F)F)cc1)c1cc(-c2ccccc2)on1;IC50;1000.0;nM;;False;organism-based format
CHEMBL1863327;;401.12;1;12175;DNDI1268521;Cl.OC(c1ccc(Cl)cc1)(c1cccnc1)c1ccc(Cl)cc1Cl;IC50;15.0;nM;30133;False;organism-based format
CHEMBL29669;;315.20;0;35156;DNDI1278551;Clc1ccc(C(c2ccc(Cl)cc2)c2cncnc2)cc1;IC50;682.5;nM;42887;False;organism-based format
CHEMBL1863015;;373.88;0;44259;DNDI1449902;CCOC(=O)NC1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863226;;348.20;0;29677;DNDI1322021;OC(c1ccc(Cl)cc1)(c1cccnc1)c1c(F)cccc1Cl;IC50;172.0;nM;27912;False;organism-based format
CHEMBL1862835;;397.90;0;35827;DNDI1465079;CS(=O)(=O)NC1CCN(C(c2cccnc2)c2ccc(Cl)cc2F)CC1;IC50;83.0;nM;44415;False;organism-based format
CHEMBL1862953;;486.59;0;15067;DNDI1449744;CC(C)c1ccc(S(=O)(=O)N2CCC(NC(c3cnccn3)c3ccc(F)cc3F)CC2)cc1;IC50;21850.0;nM;24198;False;cell-based format
CHEMBL1862796;;444.58;1;45413;DNDI1462991;CC(C)Oc1ccc(C(NC2CCN(C(=O)Nc3ccccc3)CC2)c2cccnc2)cc1;IC50;72.0;nM;41821;False;organism-based format
CHEMBL1863154;;444.46;0;13971;DNDI1462993;Cc1cc(C(=O)NC2CCN(C(c3ccc(C(F)(F)F)cc3)c3cccnc3)CC2)no1;IC50;47410.0;nM;11780;False;cell-based format
CHEMBL1862920;;454.50;1;17654;DNDI1454265;O=C(Nc1ccccc1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1;IC50;76.0;nM;44537;False;organism-based format
CHEMBL1863190;;416.93;0;44412;DNDI1435820;O=C(C1CCCCC1)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863345;;429.56;0;31138;DNDI1459251;CC(C)Oc1ccc(C(c2cccnc2)N2CCC(NC(=O)c3ccccc3)CC2)cc1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863010;;396.49;0;34394;DNDI1465513;N#Cc1ccc(C(NC2CCN(C(=O)c3ccccc3)CC2)c2cccnc2)cc1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1862938;;390.89;0;20149;DNDI1467767;CC(C)(C)C(=O)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1;IC50;80.5;nM;44446;False;organism-based format
CHEMBL1862873;;355.83;0;21976;DNDI1464838;CC(C)Oc1ccc(C(O)(c2ccc(Cl)cc2)c2cncnc2)cn1;IC50;40.0;nM;14793;False;organism-based format
CHEMBL1863334;;421.46;0;27120;DNDI1464840;CC(C)(C)OC(=O)N1CCN(C(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1;IC50;56150.0;nM;45748;False;cell-based format
CHEMBL1863246;;367.84;0;21976;DNDI1467765;OC(c1ccc(Cl)cc1)(c1cccnc1)c1cnc(OCC2CC2)nc1;IC50;25.0;nM;22098;False;organism-based format
CHEMBL1862839;;347.20;0;11383;DNDI1255541;[O-][n+]1cncc(C(O)(c2ccc(Cl)cc2)c2ccccc2Cl)c1;IC50;14530.0;nM;30773;False;organism-based format
CHEMBL1862827;;392.65;0;33695;DNDI1388158;OC(c1ccc(Cl)cc1)(c1cccnc1)c1ccc(Br)cc1F;IC50;27.0;nM;21002;False;organism-based format
CHEMBL1863214;;422.48;0;24532;DNDI1435844;O=C(Cc1ccccc1)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1;IC50;360.0;nM;16224;False;organism-based format
CHEMBL1862888;;370.88;0;11383;DNDI1465082;O=C1NCCN1C1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1;IC50;67750.0;nM;42826;False;cell-based format
CHEMBL1863168;;442.90;0;14336;DNDI1465502;O=C(NC1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1)c1ccc(F)cc1;IC50;44337;nM;24654;False;organism-based format
CHEMBL1863145;;383.88;0;19756;DNDI1343536;CS(=O)(=O)N1CCN(C(c2cccnc2)c2ccc(Cl)cc2F)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863491;;295.26;0;26330;DNDI1418011;CC(=O)NC(c1ccc(C(F)(F)F)cc1)c1cnccn1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863351;;576.00;0;19756;DNDI1433761;CS(=O)(=O)N1CCN(C(c2cccnc2)c2ccc(Cl)cc2F)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863349;;363.77;1;44291;DNDI1332841;OC(c1cccnc1)(c1ccccc1Cl)c1ccccc1C(F)(F)F;IC50;297.0;nM;19511;False;organism-based format
CHEMBL1863349;;363.77;1;44291;DNDI1332841;OC(c1cccnc1)(c1ccccc1Cl)c1ccccc1C(F)(F)F;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863037;;434.99;0;18323;DNDI1434932;O=S(=O)(C1CCCCC1)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1;IC50;65.0;nM;43647;False;organism-based format
CHEMBL1863502;;313.76;0;42461;DNDI1325597;OC(c1ccc(Cl)cc1)(c1cccnc1)c1cccc(F)c1;IC50;66000.0;nM;43191;False;cell-based format
CHEMBL1863283;;320.78;0;32568;DNDI1392070;N#Cc1ccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)cc1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863233;;404.46;0;30376;DNDI1434926;CC(C)(C)OC(=O)NC1CCN(C(c2cnccn2)c2ccc(F)cc2F)CC1;IC50;260.0;nM;21337;False;organism-based format
CHEMBL1863423;;373.40;0;42430;DNDI1423060;CC(C)CS(=O)(=O)NC(c1ccc(C(F)(F)F)cc1)c1cnccn1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863423;;373.40;0;42430;DNDI1423060;CC(C)CS(=O)(=O)NC(c1ccc(C(F)(F)F)cc1)c1cnccn1;IC50;1000.0;nM;;False;organism-based format
CHEMBL1863094;;428.48;0;31079;DNDI1433766;CS(=O)(=O)N1CCC(CNC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1862993;;482.98;0;27485;DNDI1433770;Cl.O=C(C1CCCCC1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1;IC50;92420.0;nM;44259;False;cell-based format
CHEMBL1862999;;374.67;0;28581;DNDI1338489;OC(c1ccc(Cl)cc1)(c1ccc(Br)cc1)c1cccnc1;IC50;57010.0;nM;45383;False;cell-based format
CHEMBL1863249;;260.42;0;17624;DNDI1335911;CCCCC(NCC1CCCCC1)c1cccnc1;IC50;450.0;nM;12936;False;organism-based format
CHEMBL1863306;;406.89;0;33298;DNDI1434944;CC(C)(C)OC(=O)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1;IC50;24.0;nM;22828;False;organism-based format
CHEMBL137192;;330.21;0;24563;DNDI1255545;OC(c1ccc(Cl)cc1)(c1cccnc1)c1ccccc1Cl;IC50;61340.0;nM;44287;False;cell-based format
CHEMBL1863123;;527.97;2;15827;DNDI1676779;O=S(=O)(c1ccc(C(F)(F)F)cc1)N1CCC(NC(c2cccnc2)c2ccc(Cl)cc2F)CC1;IC50;36.0;nM;16254;False;organism-based format
CHEMBL1863479;;384.86;0;34335;DNDI1435850;CS(=O)(=O)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1862859;;421.93;1;44413;DNDI1449871;O=C(Oc1ccccc1)N1CCC(NC(c2ccc(Cl)cc2)c2cccnc2)CC1;IC50;20.0;nM;25750;False;organism-based format
CHEMBL1863155;;417.55;0;28946;DNDI1388157;COc1ccccc1N1CCN(C(c2ccc(OC(C)C)cc2)c2cccnc2)CC1;IC50;28.0;nM;20271;False;organism-based format
CHEMBL1863229;;403.51;0;46447;DNDI1498560;Cc1ncsc1C(=O)N1CCN(C(c2ccc(C#N)cc2)c2cccnc2)CC1;IC50;513.0;nM;47270;False;organism-based format
CHEMBL1862800;;481.90;1;14032;DNDI1614388;Fc1cc(Cl)ccc1C(NC1CCN(c2ccc(F)c(C(F)(F)F)c2)CC1)c1cccnc1;IC50;44372;nM;21732;False;organism-based format
CHEMBL1862959;FENFURAM;201.22;0;30713;DNDI1729590;Cc1occc1C(=O)Nc1ccccc1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863429;Cyazofamid;324.79;0;44288;DNDI1729591;Cc1ccc(-c2c(Cl)nc(C#N)n2S(=O)(=O)N(C)C)cc1;IC50;47164.0;nM;12145;False;organism-based format
CHEMBL1863365;;419.48;0;11049;DNDI1574846;FC(F)(F)c1ccc(C(NC2CCN(c3ncccn3)CC2)c2cncs2)cc1;IC50;76740.0;nM;44534;False;cell-based format
CHEMBL1862960;;479.91;1;44536;DNDI1676785;Fc1cc(Cl)ccc1C(NC1CCN(c2ccc(OC(F)(F)F)cc2)CC1)c1cccnc1;IC50;8.0;nM;44477;False;organism-based format
CHEMBL1863213;;481.90;1;14032;DNDI1614385;Fc1ccc(N2CCC(NC(c3cccnc3)c3ccc(Cl)cc3F)CC2)c(C(F)(F)F)c1;IC50;32.0;nM;18445;False;organism-based format
CHEMBL1863049;;551.00;0;44230;DNDI1433771;CC(C)C(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O;IC50;680.0;nM;42887;False;organism-based format
CHEMBL1863441;;428.54;0;24898;DNDI1467999;N#Cc1ccc(C(c2cccnc2)N(C(=O)C2CC2)C2CCN(C(=O)C3CC3)CC2)cc1;IC50;10000.0;nM;;False;organism-based format
CHEMBL1863194;;435.47;0;25294;DNDI1423062;CC(C)c1ccc(S(=O)(=O)NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)cc1;IC50;60050.0;nM;44652;False;cell-based format
CHEMBL1863156;;344.85;0;28157;DNDI1434929;CCC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1862950;;404.90;0;27089;DNDI1610441;N#Cc1ccnc(N2CCC(NC(c3ccc(Cl)cc3)c3cccnc3)CC2)n1;IC50;57080.0;nM;45383;False;cell-based format
CHEMBL1863277;;393.53;0;34759;DNDI1459253;CC(C)Oc1ccc(C(c2cccnc2)N2CCC(NC(=O)C3CC3)CC2)cc1;IC50;380.0;nM;15493;False;organism-based format
CHEMBL1862861;;382.44;0;31413;DNDI1435851;CS(=O)(=O)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1;IC50;680.0;nM;42887;False;organism-based format
CHEMBL1863436;;446.90;1;18384;DNDI1614386;FC(F)(F)c1ccc(N2CCC(NC(c3ccc(Cl)cc3)c3cccnc3)CC2)nc1;IC50;62460.0;nM;43922;False;cell-based format
CHEMBL1863016;;474.00;0;23102;DNDI1677865;CS(=O)(=O)c1ccc(N2CCC(NC(c3cccnc3)c3ccc(Cl)cc3F)CC2)cc1;IC50;6.0;nM;44774;False;organism-based format
CHEMBL1863343;;424.01;1;29342;DNDI1677864;CSc1ccc(N2CCC(NC(c3ccc(Cl)cc3)c3cccnc3)CC2)cc1;IC50;7.0;nM;42217;False;organism-based format
CHEMBL1863099;;457.50;0;15432;DNDI1576384;Cc1n[nH]c(C)c1C(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1;IC50;44342;nM;21367;False;organism-based format
CHEMBL1862945;;412.97;0;17624;DNDI1449872;O=C(N1CCCCC1)N1CCC(NC(c2ccc(Cl)cc2)c2cccnc2)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863405;;482.57;0;11049;DNDI1435827;O=S(=O)(NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1)C1CCCCC1;IC50;280.0;nM;20241;False;organism-based format
CHEMBL1863252;;422.96;1;46874;DNDI1435750;CC(C)N(C(=O)c1cccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1)C(C)C;IC50;54680.0;nM;46113;False;cell-based format
CHEMBL1863211;;361.45;0;19391;DNDI1490395;N#Cc1ccc(C(c2cccnc2)N2CCN(C(=O)NC3CC3)CC2)cc1;IC50;1000.0;nM;;False;organism-based format
CHEMBL1863078;;332.23;0;22737;DNDI1294209;Cn1cccc1C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1;IC50;10000.0;nM;;False;organism-based format
CHEMBL1863286;;463.91;1;45444;DNDI1492866;Fc1cc(Cl)ccc1C(NC1CCN(c2ccc(C(F)(F)F)cc2)CC1)c1cccnc1;IC50;55690.0;nM;45748;False;cell-based format
CHEMBL1231667;CARBOXIN;235.31;0;22678;DNDI1724944;CC1=C(C(=O)Nc2ccccc2)SCCO1;IC50;22410.0;nM;23833;False;organism-based format
CHEMBL1863355;;478.83;1;19146;DNDI1625112;Fc1cc(Cl)ccc1C(NC1CCN(Cc2ccc(Cl)cc2Cl)CC1)c1cccnc1;IC50;42970.0;nM;13606;False;cell-based format
CHEMBL1863083;;426.39;1;26785;DNDI1625108;Clc1ccc(CN2CCC(NC(c3ccc(Cl)cc3)c3cccnc3)CC2)cc1;IC50;66.0;nM;43282;False;organism-based format
CHEMBL1863475;;438.96;0;20546;DNDI1492865;CC(C)OCCCNC(=O)c1cccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1;IC50;97.5;nM;44203;False;organism-based format
CHEMBL1863291;;423.99;1;44474;DNDI1724340;CC(C)(C)c1cc(N2CCC(NC(c3ccc(Cl)cc3)c3cccnc3)CC2)[nH]n1;IC50;19.0;nM;26481;False;organism-based format
CHEMBL1863095;;399.93;0;17958;DNDI1449874;O=C(NC1CCCC1)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863203;;422.39;0;45352;DNDI1538113;Cc1noc(N2CCN(C(c3cncnc3)c3ccc(C(F)(F)F)cc3F)CC2)n1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1862951;;458.48;0;25294;DNDI1499523;Cc1noc(C)c1C(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1;IC50;36.5;nM;16254;False;organism-based format
CHEMBL1863253;;370.88;0;44256;DNDI1459256;O=C(NC1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1)C1CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863353;;471.03;0;12875;DNDI1435761;CC(C)c1ccc(S(=O)(=O)N2CCN(C(c3ccc(Cl)cc3)c3cncnc3)CC2)cc1;IC50;24.0;nM;22828;False;organism-based format
CHEMBL1862860;;396.46;0;45689;DNDI1434950;CCS(=O)(=O)NC1CCN(C(c2cnccn2)c2ccc(F)cc2F)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863347;;296.76;0;15036;DNDI1255601;OC(c1ccccc1)(c1cncnc1)c1ccccc1Cl;IC50;2510.0;nM;22037;False;organism-based format
CHEMBL1862965;;251.11;0;44652;DNDI1268116;O=C(c1ccc(Cl)cc1)c1ccccc1Cl;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863084;;351.28;1;14732;DNDI1392069;CC(C)CCON=C(Cc1cccnc1)c1ccc(Cl)cc1Cl;IC50;58690.0;nM;45017;False;cell-based format
CHEMBL1863453;;400.49;0;24504;DNDI1562767;Cn1ccnc1C(=O)NC1CCN(C(c2ccc(C#N)cc2)c2cccnc2)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1862991;;422.92;0;42826;DNDI1449873;O=C(OCc1ccccc1)N1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1;IC50;52080.0;nM;46844;False;cell-based format
CHEMBL1863079;;429.45;0;29646;DNDI1564273;O=C(c1cc[nH]n1)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1;IC50;294.5;nM;19511;False;organism-based format
CHEMBL1862890;;388.87;0;11018;DNDI1538100;O=C(C1CCC1)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1;IC50;412.5;nM;14032;False;organism-based format
CHEMBL1863210;;390.41;0;41699;DNDI1489899;O=C(C1CC1)N1CCN(C(c2ccc(C(F)(F)F)cc2)c2cncnc2)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863424;;436.48;1;11810;DNDI1596473;N#Cc1ccccc1N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1;IC50;52340.0;nM;46844;False;cell-based format
CHEMBL1862796;;444.58;1;45413;DNDI1462991;CC(C)Oc1ccc(C(NC2CCN(C(=O)Nc3ccccc3)CC2)c2cccnc2)cc1;IC50;72070.0;nM;41730;False;cell-based format
CHEMBL1863038;;401.47;0;44986;DNDI1538105;Cc1cc(C(=O)NC2CCN(C(c3ccc(C#N)cc3)c3cccnc3)CC2)on1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1862951;;458.48;0;25294;DNDI1499523;Cc1noc(C)c1C(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1;IC50;20.0;nM;25750;False;organism-based format
CHEMBL1863275;;432.47;0;44652;DNDI1490399;N#Cc1ccc(C(c2cccnc2)N2CCC(NC(=O)c3c(F)cccc3F)CC2)cc1;IC50;44337;nM;24654;False;organism-based format
CHEMBL1863262;;464.49;0;35156;DNDI1490400;N#Cc1ccc(C(c2cccnc2)N2CCC(NC(=O)c3ccccc3C(F)(F)F)CC2)cc1;IC50;44320;nM;12997;False;organism-based format
CHEMBL1862821;;358.70;1;41791;DNDI1336035;CCCCOC(Cc1ccc(Cl)nc1)c1ccc(Cl)cc1Cl;IC50;91380.0;nM;44290;False;cell-based format
CHEMBL1863198;;312.76;0;18660;DNDI1388147;Cc1cnc(C(O)(c2ccc(Cl)cc2)c2cncnc2)cn1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1862819;;444.51;0;47178;DNDI1434955;O=S(=O)(NC1CCN(C(c2cnccn2)c2ccc(F)cc2F)CC1)c1ccccc1;IC50;67680.0;nM;42826;False;cell-based format
CHEMBL1862811;;391.81;0;18323;DNDI1454120;OC(c1ccc(Cl)cc1)(c1cccnc1)c1cnc(OC(CF)CF)nc1;IC50;32.0;nM;18445;False;organism-based format
CHEMBL1863286;;463.91;1;45444;DNDI1492866;Fc1cc(Cl)ccc1C(NC1CCN(c2ccc(C(F)(F)F)cc2)CC1)c1cccnc1;IC50;44325;nM;44235;False;organism-based format
CHEMBL1862966;;346.38;0;16103;DNDI1434961;CC(=O)NC1CCN(C(c2cnccn2)c2ccc(F)cc2F)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1862986;;434.51;0;27485;DNDI1465504;CC(C)(C)NC(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1;IC50;48.0;nM;11871;False;organism-based format
CHEMBL1863143;;401.87;0;33298;DNDI1492868;Cc1nc(N2CCC(NC(c3cccnc3)c3ccc(Cl)cc3F)CC2)no1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863406;;303.77;0;31809;DNDI1388144;OC(c1ccc(Cl)cc1)(c1cncnc1)c1cscn1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1862832;;301.82;0;44380;DNDI1325588;CN1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863438;;460.89;0;19450;DNDI1467772;O=C(NC1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1)c1cccc(F)c1F;IC50;75790.0;nM;44534;False;cell-based format
CHEMBL1862804;;401.79;0;24532;DNDI1464839;O=C(N1CCN(C(c2cccnc2)c2ccc(Cl)cc2F)CC1)C(F)(F)F;IC50;320.0;nM;18415;False;organism-based format
CHEMBL1862860;;396.46;0;45689;DNDI1434950;CCS(=O)(=O)NC1CCN(C(c2cnccn2)c2ccc(F)cc2F)CC1;IC50;1890.0;nM;26420;False;organism-based format
CHEMBL1863459;;302.80;0;46813;DNDI1335910;OC1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863329;;404.46;0;30376;DNDI1434927;CC(C)(C)OC(=O)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1;IC50;210.0;nM;24990;False;organism-based format
CHEMBL1863321;;351.42;0;22007;DNDI1388143;Cc1ccc(C(O)(c2ccc(OC(C)C)cc2)c2cccnc2)c(F)c1;IC50;62580.0;nM;43922;False;cell-based format
CHEMBL1863167;;391.78;0;24563;DNDI1423068;O=C(NC(c1ccc(C(F)(F)F)cc1)c1cnccn1)c1ccc(Cl)cc1;IC50;860.0;nM;44383;False;organism-based format
CHEMBL1862954;;411.51;0;12145;DNDI1464845;N#Cc1ccc(C(c2cccnc2)N2CCC(NC(=O)Nc3ccccc3)CC2)cc1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863270;;444.46;0;13971;DNDI1460908;Cc1ncoc1C(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863478;;518.61;2;42125;DNDI1435771;CC(C)c1ccc(S(=O)(=O)N2CCC(NC(c3ccc(C(F)(F)F)cc3)c3cnccn3)CC2)cc1;IC50;21960.0;nM;24198;False;cell-based format
CHEMBL1862881;;389.42;0;27089;DNDI1465508;O=C(C1CC1)N1CCN(C(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1;IC50;50.5;nM;11140;False;organism-based format
CHEMBL1862891;;430.45;1;31898;DNDI1610385;Fc1ccccc1OC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1;IC50;67750.0;nM;42826;False;cell-based format
CHEMBL1863375;;369.90;0;30011;DNDI1459246;O=C(NC1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1)C1CC1;IC50;84060.0;nM;44412;False;cell-based format
CHEMBL1862971;;416.20;1;30437;DNDI1574837;OC(c1ccc(C(F)(F)F)cc1)(c1cncc(Cl)c1)c1ccc(Cl)cc1F;IC50;1000.0;nM;;False;organism-based format
CHEMBL1863297;;451.95;0;44411;DNDI1435757;O=C(NCCN1CCOCC1)c1cccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1;IC50;500.0;nM;11110;False;organism-based format
CHEMBL1862942;;345.40;0;11383;DNDI1315840;CON=C(Cc1ccc(OC)cc1)c1ccc(OC)c(OC)c1OC;IC50;1000.0;nM;;False;organism-based format
CHEMBL1863174;;353.85;0;29677;DNDI1388139;CC(C)Oc1ccccc1C(O)(c1ccc(Cl)cc1)c1cccnc1;IC50;446.0;nM;12936;False;organism-based format
CHEMBL1863341;;319.19;0;31868;DNDI1303289;OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1ccco1;IC50;47980.0;nM;11780;False;cell-based format
CHEMBL1863035;;347.31;0;19085;DNDI1388140;OC(c1ccc(C(F)(F)F)cc1)(c1cccnc1)c1ccccc1F;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863221;;404.44;0;21245;DNDI1434943;O=C(NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1)C1CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863318;;360.41;0;30348;DNDI1435843;CCC(=O)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863214;;422.48;0;24532;DNDI1435844;O=C(Cc1ccccc1)N1CCC(NC(c2cnccn2)c2ccc(F)cc2F)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1862915;;426.99;0;33695;DNDI1449910;O=C(NC1CCCCC1)N1CCC(NC(c2ccc(Cl)cc2)c2cccnc2)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863068;;422.91;0;22706;DNDI1467764;O=C(c1cccc(C(O)(c2ccc(Cl)cc2)c2cccnc2)c1)N1CCC(O)CC1;IC50;118.5;nM;34121;False;organism-based format
CHEMBL1863014;;402.93;0;44287;DNDI1454117;CC(C)(C)OC(=O)NC1CCN(C(c2ccc(Cl)cc2)c2cncnc2)CC1;IC50;60.0;nM;44743;False;organism-based format
CHEMBL1862823;;399.97;0;30773;DNDI1454119;CC(C)(C)CC(=O)NC1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1862954;;411.51;0;12145;DNDI1464845;N#Cc1ccc(C(c2cccnc2)N2CCC(NC(=O)Nc3ccccc3)CC2)cc1;IC50;29.0;nM;19906;False;organism-based format
CHEMBL1862807;;461.61;0;22007;DNDI1464846;CC(C)Oc1ccc(C(c2cccnc2)N(C(=O)C2CC2)C2CCN(C(=O)C3CC3)CC2)cc1;IC50;1000.0;nM;;False;organism-based format
CHEMBL1863260;;407.44;0;11749;DNDI1435834;CN(C)C(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1;IC50;500.0;nM;11110;False;organism-based format
CHEMBL1863152;;406.45;0;30011;DNDI1435836;CC(C)C(=O)N1CCC(NC(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863385;;373.88;0;44259;DNDI1449769;CCOC(=O)N1CCC(NC(c2ccc(Cl)cc2)c2cccnc2)CC1;IC50;100000.0;nM;;False;cell-based format
CHEMBL1863507;;426.99;0;33695;DNDI1449905;O=C(NC1CCCCC1)NC1CCN(C(c2ccc(Cl)cc2)c2cccnc2)CC1;IC50;26.0;nM;21367;False;organism-based format
